robustness,alpha_lon_accel_max,alpha_lon_brake_max,alpha_lon_brake_min,response_time,cluster_label
0.15111329496835274,2.3803903962787785,6.5421483868548425,5.4031933150715,0.17250353382658298,1
0.15313753498762,0.9309123821036338,6.242188714225018,3.111848755052537,0.14405287031889466,1
0.1568830442291346,4.690199365219789,6.133462064578308,5.212394670914387,0.2035082636063465,1
0.15733669040239245,2.212566259925693,6.047659850437968,5.579503483278844,0.10180586394035404,1
0.15962570005590215,1.7743165332768087,6.6392748863976365,5.716513406834174,0.16471747290780395,1
0.1630719113942441,3.112279377584973,6.898854557638544,5.416170697914122,0.2162810573973848,1
0.16560688485221595,1.87258133699894,6.389201134111596,4.702293458234632,0.1033606017871547,1
0.16628071627654248,2.120961094149045,6.602648610233581,5.1705102465984645,0.08110707525163519,1
0.1681379992612307,2.8397851287835407,6.218998863130505,5.5190772172160925,0.08766745772971908,1
0.17152534748697562,1.4022229458341249,7.356342940956401,5.446085351756259,0.14982467129558907,1
0.17238225301235122,0.4000601120194048,7.822514955698089,5.999551623666456,0.2410804706446437,1
0.1733624566544917,0.7703721422926877,6.829988530817909,4.820557766881986,0.2781490088509688,1
0.17531596708756814,2.452393052012861,6.258156585415095,5.452479124905602,0.0930734357839142,1
0.17556632855463966,2.6320999653539854,6.1940978644632665,5.3485953653208,0.15635369104632013,1
0.17830252888540155,0.16021016515703296,6.775374809495222,4.510886013551131,0.12901410699918667,1
0.17897544803037693,0.11028971850620978,7.12601598546712,4.353459197844588,0.1913955394854726,1
0.18568349251766966,0.6590486363071488,6.598922169667933,4.760007663833506,0.051555986504251416,1
0.18922967731569468,2.6857848870160765,7.670872051341113,5.046250397811848,0.08346344918631678,1
0.18987292871834768,0.8501662173741414,8.08366103523494,5.982630234545432,0.08249061375213622,1
0.19176424298235656,0.6604734466462242,6.1932917312045825,3.1343514988276384,0.21154157955018546,1
0.19705023803125168,0.8350741496793596,6.201077783944245,3.167077776468312,0.05084692143976925,1
0.1988409013510412,3.407347161421633,6.543384050543008,5.77721191021292,0.0834304449658605,1
0.1991356972843788,0.819844482125638,8.083417554952018,5.986787547537928,0.08298582482022243,1
0.1992699534762318,0.5244762531176115,6.123797376513393,2.9544482103004874,0.07693465166569495,1
0.20262285700035787,0.31357773401513345,6.063133573946715,4.262421868641503,0.2018640276447815,1
0.20585746523489606,0.9388628999519856,6.006472668014923,3.0256508519670646,0.21259576583592327,1
0.20585992812685525,0.7880605464537389,8.040300017541469,5.972973443576254,0.08579542773306567,1
0.2085433394278428,1.8091887559569355,6.087710801954013,4.892168759651671,0.050254036106452266,1
0.2093732333321133,0.3431678136660803,7.283531709585871,4.7403289539264835,0.21503252374714585,1
0.2112655344396797,1.8628707607835413,6.017019628181895,4.885785421586707,0.1613979518426732,1
0.21134850192417934,0.16573474101050614,7.495647664314729,4.6947322216563325,0.3015843732433961,1
0.2171150128576528,0.7338220054597671,6.003503459213767,2.857512051259687,0.1404072281160285,1
0.2171188457101095,0.3222796160172138,7.685109398242147,5.999293315657345,0.08184266441834903,1
0.22048169376601434,1.7889600109788981,6.5391263914114335,4.721922400131617,0.2386268793650017,1
0.22246117524083373,2.2116653729109053,7.210034473083581,5.274111094825403,0.12453594275458188,1
0.2289958293225435,1.573337051005235,6.068300337934673,2.8688944966489864,0.11020891773333953,1
0.2328595494561584,1.9999864143774075,6.51032170836983,5.026056795094631,0.2383066789187104,1
0.2350671582488883,1.3864033848793795,6.003799765321577,4.698196586527452,0.2639284225250592,1
0.24076969199458084,2.0325255285154435,7.353536964745206,5.320067341115244,0.2132400552361458,1
0.2463892269102299,2.5517336111210085,6.199841806030867,5.3369785374728185,0.16740973125218206,1
0.24969903316540065,3.4867111067183703,7.227106549549576,5.133093295849924,0.06936342309896112,1
0.25053918828668403,2.0870228108768702,6.0667496042252775,5.611513888116644,0.16238837175699014,1
0.2510581859692828,2.6882930369559617,6.370321698269585,5.128057504249369,0.19085309522149926,1
0.2534999221195985,0.4005973407238135,7.955242069409696,5.817820490981967,0.05112887090350461,1
0.2536542236894016,0.5676776010425122,6.346288489166444,2.9784908295918626,0.07322314121101459,1
0.2544763285307238,2.0042906351824916,6.10709621153049,4.672611133409261,0.1789822709402063,1
0.2545804481885944,1.9872263177559069,6.119765854433276,4.667307568961098,0.16229327795173487,1
0.25834978781692863,2.226158984083108,6.386457568823593,3.511281102630235,0.06256183011335438,1
0.2596621269128224,2.472232577026195,6.575466839159754,5.358795231705937,0.12123403460423247,1
0.26533900667029714,1.723337641939647,6.05862752223744,4.828343545551426,0.18907612060677886,1
0.2705567355728149,1.2289866616802083,6.1876157032668,2.9375720813258863,0.08589183604353767,1
0.2765385569455961,2.9924506553979526,6.17633918213918,5.44844689881811,0.20183148895671227,1
0.27660762080988066,3.6082940734410136,7.231187585067724,5.851128673924164,0.2159464809186017,1
0.2768433570390664,1.26896913258281,6.406746611396367,2.941346295922976,0.06667696512175136,1
0.2831018143920029,1.8696982072168717,6.684673399245077,5.87138114268914,0.288487835710667,1
0.2863671861764704,0.9082925559360006,7.0630783039005545,4.860743542082672,0.1239643698268722,1
0.2881204452959354,0.5720930315927742,6.050049142003571,2.9663796457928004,0.13707212079528552,1
0.2902117191825982,2.35017198686858,6.012750084367855,5.23207615397399,0.2677293751612239,1
0.2923140474053563,2.185828379545746,6.923907133486205,5.497568827408721,0.1918095124649591,1
0.29503596213346744,1.866188603516824,6.942163032248803,3.4021458544929626,0.11869158234799712,1
0.30389409942203544,1.1349462790375715,6.00242188714225,3.124396273451353,0.17629944587029756,1
0.31591020901166844,2.5465026607983283,6.204532412162425,5.356695270698213,0.1718756990870854,1
0.32054073438292235,1.8690129391495351,6.000379729071888,5.027589341083594,0.07568084236171188,1
0.3232608547481602,1.3416704644934128,6.356151279718943,5.569132621796527,0.069871798410058,1
0.3298528693191064,0.20755015754736988,6.771153953772532,4.524024505080554,0.05079014106999187,1
0.33067835193267364,1.0911913642401974,6.163687310646213,3.111986115330712,0.15676551148938492,1
0.3339505750115293,0.3203517499464805,7.68513658087056,5.9988080576752125,0.0808328962814445,1
0.3350385008856334,1.4350237734967883,6.161158950067272,4.481274036412666,0.1049101992402408,1
0.3377307941179312,4.482371710541844,6.370587066135447,5.196591298670328,0.05698572830850907,1
0.3406594498272918,0.988215923525797,6.037389838752597,2.7883256183055645,0.06935692657380532,1
0.34767500462278034,0.8976175992077758,7.1160645975958,4.949165918601212,0.06680700400833521,1
0.34928387219105905,0.7047469876409435,6.343743441696524,2.9293235691919817,0.10645000647342537,1
0.34932529474726226,1.1193725186714378,8.232620074511551,5.9918709905044905,0.08597500102670355,1
0.3496582138488542,0.7459864553448559,6.271671091398451,2.8889070716474867,0.1148123085800144,1
0.3499983781254989,1.521237501637218,6.001322583784987,5.560515175021316,0.10928166621842422,1
0.35008561871062793,0.5813584208541339,7.340345752074696,5.211444537589664,0.266190934583635,1
0.351725293122792,1.5386711139637899,6.128612773709314,2.9478076248653973,0.051984760804455854,1
0.3568957034956713,0.9371677983745099,7.058065660857795,4.947957991167719,0.15393372552363874,1
0.3609212174392853,0.007328976978467072,6.227441091775546,2.9747016220884137,0.14034078211566153,1
0.3611329208798337,0.7552467324054637,6.072070940502613,3.0576238099596176,0.15527592647306887,1
0.3615642838821019,2.058076773047489,8.449384895043933,5.6868658154218,0.3279314412772026,1
0.363507621837805,2.232981630990323,6.095152144069357,4.551933806397146,0.10119008561763697,1
0.3640588321921729,2.032442609210711,6.229272748711767,5.1429790610600445,0.10902581942131544,1
0.3677531402447749,0.32983434632142195,6.614339934964052,3.3087443742697427,0.24927727771786606,1
0.3679892380075501,2.054744647763593,6.0007557345903635,4.553214188361638,0.19222515893569048,1
0.3696782616411399,2.836729609110267,6.3771988639893245,5.274128573568655,0.0500176017153531,1
0.3702108160073593,2.548151754755504,6.4579557914033225,5.6881359689982185,0.27126578292914794,1
0.3706281537769189,1.2260104212229221,6.228386461427407,2.942471821291778,0.06049850518114984,1
0.3744998293230417,1.8366345932125647,6.0770477740807065,5.010335333632546,0.05659308812643079,1
0.3775686433218309,0.8093484824737552,8.013482958261061,5.9584056188489605,0.060174724303631036,1
0.3799812031439636,3.02714148178826,6.190530720142355,5.216651910734732,0.18519525563745606,1
0.38106299052377457,1.7587458879363649,6.311071463498013,4.738416297884184,0.2367268564358648,1
0.3859252624307557,0.7556622752297314,6.3402066211384405,2.9162706347681246,0.11332934404425285,1
0.3908434666896784,1.120976231559507,6.851250383819767,5.881402724802553,0.07598733784014819,1
